,year,km,range,max_vel,zero_hundred,high_range,performance,four_wheel_drive,rear_wheel_drive,sell_type_Nuevo,sell_type_Ocasion,car_type_Model 3,car_type_Model S,car_type_Model X,car_type_Model Y,color_BLACK,color_BLUE,color_CHERRY,color_GREY,color_RED,color_SILVER,color_WHITE,country_france,country_italy,country_portugal,country_spain,predicted_price,real_price
456,2024,0.0,430.0,217.0,6.9,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,43764.00693397195,44390.0
331,2024,0.0,528.0,262.0,3.1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,56996.93940457203,58680.0
1365,2025,0.0,640.0,201.0,5.2,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,48442.1117563267,49370.0
396,2024,15.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,51340.466580120745,52580.0
1012,2025,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,48418.79248758746,46070.0
21,2024,0.0,513.0,201.0,6.1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,38695.603255665905,38770.0
300,2024,31.0,634.0,250.0,3.2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,88269.1761904762,91960.0
285,2019,64.0,542.0,249.0,3.0,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,52281.66666666666,58000.0
432,2024,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,48401.571000574724,46990.0
692,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,51257.87297709204,51175.0
1026,2025,12.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,50577.404983278495,47830.0
1478,2025,0.0,455.0,217.0,6.9,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,47480.59454284606,47640.0
1019,2025,53.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,54639.36247294372,55910.0
1204,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,116224.30278392097,117075.0
9,2024,1393.0,634.0,250.0,3.2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,91400.28456349205,90750.0
565,2021,64.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,33778.83628748971,33100.0
606,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,51422.554949507576,53025.0
784,2021,50.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,34235.622468628826,34900.0
835,2021,36.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,35262.50771139034,36300.0
1645,2025,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,51042.46281187822,52475.0
1786,2021,12.0,567.0,261.0,3.3,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,38620.8976840364,36800.0
580,2019,64.0,507.0,250.0,4.6,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,51124.0,53800.0
974,2025,401.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,50199.373568991985,46400.0
1515,2025,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,63355.60328127191,60590.0
1528,2020,96.0,610.0,250.0,3.8,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,50180.66666666666,48500.0
36,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,49801.788673401636,46770.0
20,2024,21.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,47482.543771709745,49070.0
119,2024,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,48097.383064584385,49110.0
639,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,52861.394857719075,51975.0
192,2023,11.0,576.0,250.0,3.9,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,78889.4,82500.0
584,2022,14.0,514.0,250.0,3.7,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,46229.50684103479,48400.0
1228,2025,0.0,533.0,217.0,5.0,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,53325.94556307862,58735.0
1618,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,43472.49391887373,44025.0
1464,2025,13.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,51425.10832392654,55050.0
94,2024,4462.0,565.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,46789.27827134245,47490.0
166,2018,70.0,490.0,225.0,4.4,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,31647.097372288754,33200.0
505,2024,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,57639.48603985293,57780.0
1744,2025,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,57036.84574841168,58775.0
1539,2020,94.0,530.0,261.0,3.4,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,30122.215414208476,30800.0
342,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,52333.192462959814,52480.0
1510,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,55250.49158459343,56690.0
1205,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,116224.30278392097,119525.0
830,2020,38.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,32934.40893086467,30900.0
722,2024,3.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,50212.50213829251,46895.0
1160,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,43232.56520007245,45875.0
1820,2020,92.0,507.0,250.0,4.6,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,51778.56666666666,48500.0
250,2024,0.0,455.0,217.0,6.9,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,44556.62263936035,42645.0
1172,2025,0.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,53523.926803013135,53325.0
1604,2024,2.0,430.0,217.0,6.9,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,42394.1327972028,42800.0
949,2025,32.0,543.0,262.0,2.6,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,114382.97313852813,113360.0
116,2024,0.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,44155.650687456124,45560.0
450,2024,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,57598.86215452848,55340.0
502,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,52808.677808286055,55230.0
1217,2025,12.0,533.0,217.0,5.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,50960.52736062852,51655.0
1487,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,53963.525577032604,54640.0
244,2024,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,52075.87084072977,51275.0
515,2020,58.0,610.0,250.0,3.8,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,49632.0,53550.0
1290,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,41839.480675704785,45140.0
397,2024,14.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,51340.466580120745,52700.0
1114,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,41511.426527582626,39675.0
955,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,116331.59097999553,111370.0
1403,2025,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,53729.488922476376,54530.0
1001,2025,0.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,43747.58790438951,42270.0
1697,2025,4.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,49888.96112677791,55795.0
180,2021,76.0,614.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,32232.551626151628,33000.0
1014,2025,831.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,59257.969975024556,51510.0
1768,2020,60.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,31415.06478548502,32900.0
637,2024,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,43685.143668623714,44175.0
950,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,115783.33743107079,113770.0
1410,2025,0.0,528.0,262.0,3.1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,60920.853593843545,64480.0
848,2022,70.0,514.0,250.0,3.7,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,44846.22204184705,45000.0
92,2024,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,47658.33481594358,46760.0
808,2023,9.0,491.0,225.0,6.1,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,35874.133559838345,36200.0
1089,2025,0.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,52749.33007960121,49975.0
1615,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,43472.49391887373,42175.0
466,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,52452.433097326204,53090.0
104,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,52498.82023098608,55070.0
1628,2025,0.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,59311.64837606838,58475.0
654,2024,1.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,104198.06819242457,103375.0
906,2025,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,52413.788415433635,48780.0
1027,2025,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,49205.503707140124,48470.0
1094,2025,0.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,52749.33007960121,52875.0
44,2024,3325.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,55351.06181818181,54860.0
1444,2025,26.0,576.0,250.0,3.9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,109496.68022727272,108540.0
187,2021,26.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,34248.90586329286,34900.0
976,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,51954.19867945399,48470.0
1194,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,112227.42419415014,115075.0
881,2025,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,51101.94642068556,51410.0
1711,2025,0.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,42839.05174157925,42175.0
1732,2025,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,57892.75269949802,58775.0
1561,2021,39.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,35068.997223207036,38700.0
1671,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,113506.92785872734,111425.0
1656,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,44516.24107446618,44675.0
152,2024,3522.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,48556.58258660804,46940.0
448,2024,15.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,51064.03880508168,54330.0
834,2021,47.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,34933.30766676402,33800.0
137,2024,0.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,44842.01627102288,46860.0
883,2025,1725.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,55813.421428571426,55170.0
414,2024,60.0,576.0,250.0,3.9,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,114439.81294186466,118690.0
413,2024,401.0,543.0,262.0,2.6,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,111142.83548074734,112810.0
1750,2019,91.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,29103.55004048015,29300.0
1788,2020,57.0,409.0,225.0,5.6,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,27867.634559884562,28200.0
114,2024,5955.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,42378.41722222222,42670.0
1405,2025,0.0,528.0,262.0,3.1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,60920.853593843545,59490.0
742,2024,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,58464.53054378481,58925.0
1489,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,53963.525577032604,56580.0
483,2024,0.0,430.0,217.0,6.9,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,45080.904221394674,46880.0
149,2024,31.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,43560.11026898571,45040.0
203,2024,3443.0,600.0,322.0,2.1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,111258.53398351646,115725.0
1229,2025,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,60652.12217826485,60275.0
266,2024,0.0,455.0,217.0,6.9,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,44801.00912684538,43815.0
27,2024,0.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,60459.536104499224,59770.0
1581,2019,114.0,565.0,249.0,4.9,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,45900.5,44500.0
193,2018,108.0,565.0,249.0,4.9,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,44807.0,47900.0
537,2021,24.0,448.0,225.0,5.6,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,32117.605733971017,33500.0
1793,2023,19.0,491.0,225.0,6.1,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,35431.39938290415,35100.0
1159,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,43232.56520007245,44675.0
141,2024,0.0,600.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,48453.55248758746,50410.0
1453,2025,0.0,455.0,217.0,6.9,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,45994.75059990684,44990.0
1663,2025,5.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,50946.70508134904,52595.0
558,2021,88.0,567.0,261.0,3.3,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,33112.3746031746,33400.0
1436,2025,0.0,576.0,250.0,3.9,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,115299.45960894844,110390.0
211,2024,7475.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,50733.22956155224,49325.0
527,2020,53.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,31390.16170762472,30800.0
1164,2025,0.0,702.0,201.0,5.2,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,48532.825054726825,49325.0
451,2024,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,57598.86215452848,57790.0
1584,2019,98.0,507.0,250.0,4.6,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,49124.4,48000.0
1360,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,43482.904517223826,46980.0
912,2025,2050.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,48665.80158548589,47520.0
160,2024,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,60759.76226540066,61570.0
498,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,52808.677808286055,50590.0
1576,2021,64.0,580.0,233.0,4.4,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,33778.83628748971,32500.0
1218,2025,0.0,533.0,217.0,5.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,53245.99219581311,51655.0
1599,2024,9.0,455.0,217.0,6.9,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,41502.63261976632,41000.0
1660,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,43205.688046824616,44675.0
488,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,53629.53803660808,54040.0
1746,2020,109.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,28561.417818615224,27400.0
1680,2025,0.0,455.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,41956.078513622524,42225.0
30,2024,5580.0,513.0,201.0,6.1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,36581.42153124653,36390.0
56,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,51875.686235234534,47470.0
541,2019,51.0,530.0,261.0,3.4,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,30999.385498692376,33000.0
288,2022,32.0,533.0,217.0,5.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,42518.07043684187,43800.0
1239,2025,0.0,533.0,217.0,5.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,53328.68558434767,53795.0
698,2024,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,51257.87297709204,55175.0
939,2025,0.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,115666.24347381167,116170.0
1720,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,50731.496386475206,51625.0
967,2025,1317.0,430.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,43785.52400793651,42190.0
1461,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,53668.06295220331,53340.0
1336,2025,0.0,640.0,201.0,5.2,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,48270.86022071946,48670.0
126,2024,5127.0,430.0,217.0,6.9,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,44422.34619047619,45890.0
1503,2025,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,60329.35695894917,59290.0
217,2024,0.0,528.0,262.0,3.1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,60058.37371796762,61675.0
395,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,52575.82221289562,51990.0
583,2022,20.0,514.0,250.0,3.7,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,46517.143326118334,46400.0
1537,2021,37.0,448.0,225.0,5.6,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,31688.074751411077,30300.0
1398,2025,11.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,51353.401357629875,52960.0
1733,2025,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,57892.75269949802,58925.0
479,2024,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,57884.74431531215,55290.0
1796,2020,57.0,440.0,225.0,5.6,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,29136.207702537737,28700.0
138,2024,3295.0,565.0,217.0,5.9,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,48478.022446512085,48930.0
1625,2025,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,51659.906187030116,52525.0
120,2024,1525.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,49535.17226588549,52480.0
1739,2025,0.0,533.0,217.0,5.0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,51448.04227537572,52925.0
1721,2025,0.0,514.0,250.0,3.7,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,58466.530567602145,56275.0
1195,2025,0.0,543.0,262.0,2.6,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,123492.12771672773,119575.0
1126,2025,0.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,53014.678910588074,54175.0
214,2024,0.0,629.0,201.0,4.4,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,52536.77212900543,51275.0
832,2019,58.0,560.0,233.0,4.6,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,31313.988984853015,31300.0
884,2025,0.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,60454.67556998988,59770.0
1158,2025,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,43232.56520007245,44325.0
71,2024,92.0,576.0,250.0,3.9,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,115031.41165420302,118070.0
598,2024,0.0,513.0,201.0,6.1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,43066.65939771906,42175.0
1782,2023,10.0,491.0,225.0,6.1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,36228.3738195786,35300.0
279,2024,16.0,629.0,201.0,4.4,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,48405.74032680993,46500.0
283,2023,14.0,602.0,233.0,3.9,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,43359.54761904762,44900.0
281,2020,81.0,560.0,233.0,4.6,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,30126.695135970203,32900.0
608,2024,0.0,528.0,262.0,3.1,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,58633.80555555556,59675.0
275,2024,0.0,533.0,217.0,5.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,52918.403062005134,52845.0
616,2024,0.0,629.0,201.0,4.4,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,51629.56319109946,51275.0
263,2024,0.0,514.0,250.0,3.7,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,58838.49510399732,58455.0
